Year,EAV Code,Waste Description,Number Of Companies,Amount Of Waste Generated (1000t)
2018,EAV-16012102-G,"Dangerous n.metal.components(oh.160107-11,160113-14)",,
2018,EAV-16012200-U,Components cannot be differentiated,34.0,4.0
2018,EAV-16012201-U,metallic components,18.0,2.9
2018,EAV-16012202-U,Non-metallic components,,
2018,EAV-160199-U,End-of-life vehicles: waste not otherwise specified,24.0,0.4
2018,EAV-160209-G,transformers and Capacitors containing PCB.,222.0,1.0
2018,EAV-160210-G,Used devices containing PCB (oh.160209),8.0,0.0
2018,EAV-160211-G,used devices,793.0,1.7
2018,EAV-160212-G,Used equipment containing free asbestos,29.0,0.1
2018,EAV-160213-G,Used devices with dangerous Components (oh.160209-12),2096.0,18.8
2018,EAV-160214-U,Used devices (without 160209 to 160213),2093.0,21.6
2018,EAV-16021500-G,Hazardous components removed from used equipment,58.0,0.2
2018,EAV-16021501-G,Waste containing mercury,,
2018,EAV-16021502-G,circuit boards,23.0,0.2
2018,EAV-16021503-G,toner cartridges,149.0,0.0
2018,EAV-16021504-G,Plastics with brominated flame retardants,,
2018,EAV-16021505-G,Components containing asbestos,,
2018,EAV-16021506-G,cathode ray tubes,,
2018,EAV-16021507-G,Gas discharge lamps,3.0,0.0
2018,EAV-16021508-G,Liquid crystal displays,,
2018,EAV-16021509-G,External electrical lines,11.0,0.0
2018,EAV-16021510-G,Components containing refractory ceramic fibers,,
2018,EAV-16021511-G,Electrolytic - Capacitors,,
2018,EAV-16021512-G,Photoconductor drums containing cadmium or selenium,,
2018,EAV-16021600-U,Removed from used devices. Components (oh.160215),707.0,13.5
2018,EAV-16021601-U,External electrical lines (including cables),288.0,1.2
2018,EAV-160303-G,Bad batches: inorganic waste with hazardous substances,113.0,5.0
2018,EAV-160304-U,Inorganic waste (excluding 160303),124.0,8.3
2018,EAV-160305-G,Bad batches: Organic waste with hazardous fabrics,222.0,10.4
2018,EAV-160306-U,Organic waste (excluding 160305),175.0,15.1
2018,EAV-160401-G,Ammunition waste,,
2018,EAV-160402-G,Fireworks waste,5.0,0.1
2018,EAV-160403-G,Other explosive waste,29.0,0.3
2018,EAV-160504-G,Gases containing dangerous substances in pressure vessels.,2155.0,2.8
2018,EAV-160505-U,Gases in pressure vessels (without 160504),66.0,0.1
2018,EAV-160506-G,Laboratory chemicals from hazardous substances,1043.0,3.4
2018,EAV-160507-G,Used inorganic chemicals,1330.0,9.6
2018,EAV-160508-G,Used organic chemicals,1332.0,31.2
2018,EAV-160509-U,Used chemicals (excluding 160506-160508),118.0,3.2
2018,EAV-160601-G,Lead batteries,2039.0,26.0
2018,EAV-160602-G,Ni~Cd-Battery Garden,155.0,0.1
2018,EAV-160603-G,Batteries containing mercury,11.0,0.0
2018,EAV-160604-U,Alkaline batteries (except 160603),514.0,0.7
2018,EAV-160605-U,Other batteries and accumulators,256.0,1.8
2018,EAV-160606-G,"Separately collected electrolytes a. batteries, rechargeable battery.",15.0,2.3
2018,EAV-160708-G,"Tanks, barrels: waste containing oil",937.0,35.5
2018,EAV-160709-G,"Tanks, barrels: waste with other hazardous St.",137.0,13.9
2018,EAV-160799-U,"Tanks, barrels: waste n.o.s.",14.0,1.4
2018,EAV-160801-U,Used catalytic converters (without 160807),33.0,1.0
2018,EAV-160802-G,Used catalyst. with.dangerous.transition metals,68.0,10.8
2018,EAV-160803-U,Used catalysts with transition metals,15.0,1.2
2018,EAV-160804-U,Used catalysts v. Cracking process (oh. 160807),5.0,4.4
2018,EAV-160805-G,Used catalysts with phosphoric acid,3.0,0.2
2018,EAV-160806-G,Used Fluids (Catalysts),5.0,0.3
2018,EAV-160807-G,Used catalytic converters containing dangerous substances,84.0,3.7
2018,EAV-160901-G,"Permanganate, z.B. Potassium permanganate",,
2018,EAV-160902-G,"Chromates (potassium chromate, potassium or sodium dichromate)",3.0,0.0
2018,EAV-160903-G,"Peroxides, e.g. hydrogen peroxide",13.0,0.1
2018,EAV-160904-G,Oxidizing substances n.e.c.,4.0,0.1
2018,EAV-161001-G,Aqueous liquid waste containing hazardous substances,299.0,22.0
2018,EAV-161002-U,Aqueous liquid waste (excluding 161001),291.0,65.3
2018,EAV-161003-G,Aqueous concentrates with dangerous substances,91.0,1.7
2018,EAV-161004-U,Aqueous concentrates (without 161003),12.0,0.8
2018,EAV-161101-G,Refractory materials from metallurgy. processes,13.0,5.5
2018,EAV-161102-U,Fireproof material made of metallurgical material. percent (oh.161101),27.0,1.4
2018,EAV-161103-G,Other linings and fireproof materials,44.0,29.2
2018,EAV-161104-U,Fireproof material made of metallurgical material. percent (oh.161103),220.0,446.4
2018,EAV-161105-G,Nonmetallurgical refractory materials. percent,58.0,9.5
2018,EAV-161106-U,Fireproof material a. non-metallurgical process (oh.161105),131.0,36.5
2018,EAV-17,Construction and demolition waste,,
2018,EAV-170101-U,Concrete,809.0,343.1
2018,EAV-170102-U,brick,231.0,30.7
2018,EAV-170103-U,tiles and ceramics,215.0,21.2
2018,EAV-170106-G,"Mixtures of o. separate fractions v. Concrete, etc.",257.0,76.9
2018,EAV-170107-U,"Mixtures of concrete, bricks, etc. (oh.170106)",2577.0,626.3
2018,EAV-170201-U,Holz,4372.0,208.6
2018,EAV-170202-U,Glas,711.0,12.7
2018,EAV-170203-U,plastic,804.0,25.6
2018,EAV-170204-G,"Glass, plastic and wood with hazardous substances",964.0,49.7
2018,EAV-170301-G,Bitumen mixtures containing coal tar,227.0,93.7
2018,EAV-170302-U,Bitumen mixtures (without 170301),483.0,187.5
2018,EAV-170303-G,Coal tar and tar-containing products,218.0,3.6
2018,EAV-170401-U,"copper, bronze, brass",1264.0,21.5
2018,EAV-170402-U,Aluminium,2148.0,82.7
2018,EAV-170403-U,Nappy,115.0,1.5
2018,EAV-170404-U,Zink,74.0,1.1
2018,EAV-170405-U,iron and Steel,4700.0,1243.0
2018,EAV-170406-U,Zinn,47.0,0.3
2018,EAV-170407-U,Mixed metals,2176.0,210.2
2018,EAV-170409-G,Metal waste with hazardous substances,112.0,4.3
2018,EAV-170410-G,"Cables hazardous to oil, coal tar, etc. Substances included",141.0,4.1
2018,EAV-170411-U,Cable (without 170410),2210.0,32.6
2018,EAV-170503-G,Soil and stones containing hazardous substances,234.0,432.3
2018,EAV-170504-U,Soil and stones (without 170503),760.0,2687.2
2018,EAV-170505-G,Dredged material containing dangerous substances,5.0,0.5
2018,EAV-170506-U,dredged material (without 170505),26.0,13.3
2018,EAV-170507-G,Track ballast containing dangerous substances,17.0,77.5
2018,EAV-170508-U,Track ballast (without 170507),46.0,367.7
2018,EAV-170601-G,Insulation material containing asbestos,32.0,0.9
2018,EAV-170603-G,Other insulation material,1936.0,26.2
2018,EAV-170604-U,Insulating material (without 170601 and 170603),649.0,14.2
2018,EAV-170605-G,Building materials containing asbestos,693.0,17.8
2018,EAV-170801-G,Contaminated gypsum-based building materials,13.0,0.4
2018,EAV-170802-U,Gypsum-based building materials (excluding 170801),617.0,43.2
2018,EAV-170901-G,Construction and demolition waste containing mercury,8.0,2.6
2018,EAV-170902-G,Construction and demolition waste containing PCBs,26.0,0.9
2018,EAV-170903-G,Other construction and demolition waste,131.0,5.9
2018,EAV-170904-U,Mixed construction and demolition waste (oh.170901-170903),3661.0,129.1
2018,EAV-18,Waste from medical supplies,,
2018,EAV-180101-U,Pointed or sharp objects (except 180103),76.0,0.7
2018,EAV-180102-U,"Body parts, organs, blood products (except 180103)",530.0,3.4
2018,EAV-180103-G,Waste (particular requirements from an infection prevention perspective),734.0,6.3
2018,EAV-180104-U,"Wound, plaster bandages, laundry, disposable clothing, diapers",728.0,253.7
2018,EAV-180106-G,Chemicals consisting of dangerous substances,75.0,1.9
2018,EAV-180107-U,Chemicals (without 180106),21.0,2.3
2018,EAV-180108-G,cytotoxic. and cytostatic drugs for humans,495.0,1.5
2018,EAV-180109-U,Medicines (without 180108),142.0,8.0
2018,EAV-180110-G,Dental amalgam waste,8.0,0.0
2018,EAV-180201-U,Pointed or sharp objects (without 180202),,
2018,EAV-180202-G,Waste (particular requirements from an infection prevention perspective),54.0,0.5
2018,EAV-180203-U,Waste (without special requirement for an infection prevention view),38.0,1.8
2018,EAV-180205-G,Chemicals composed of hazardous substances,5.0,0.0
2018,EAV-180206-U,Chemicals (excluding 180205),,
2018,EAV-180207-G,Cytotoxic and. cytostatic drugs for animals,,
2018,EAV-180208-U,Medicines (without 180207),5.0,0.1
2018,EAV-19,Waste from waste treatment plants e.g.,,
2018,EAV-190102-U,"Combustion, pyrolysis: iron parts a. rust and. boiler ash",4.0,1.2
2018,EAV-190105-G,"Combustion, pyrolysis: filter cake from exhaust gas treatment.",6.0,24.6
2018,EAV-190106-G,"Combustion, pyrolysis: Aqueous liquid waste from flue gas tank",12.0,18.3
2018,EAV-190107-G,"Incineration, pyrolysis: solid waste a. Exhaust gas treatment",16.0,34.3
2018,EAV-190110-G,"Combustion, pyrolysis: Used activated carbon a. flue gas treatment",7.0,0.8
2018,EAV-190111-G,"Combustion, pyrolysis: rust, boiler ash, slag",27.0,118.6
2018,EAV-190112-U,Grate and boiler ash as well as slag (oh.190111),31.0,348.7
2018,EAV-190113-G,"Combustion.,Pyrolysis: Filter dust with haz. St.",20.0,68.2
2018,EAV-190114-U,Filter dust (without 190113),5.0,0.0
2018,EAV-190115-G,"Combustion, pyrolysis: boiler dust is dangerous. fabrics",3.0,1.5
2018,EAV-190116-U,Boiler dust (without 190115),,
2018,EAV-190117-G,Pyrolysis waste containing dangerous substances,3.0,0.4
2018,EAV-190118-U,Pyrolysis waste (without 190117),,
2018,EAV-190119-U,"Combustion, pyrolysis: sands from fluidized bed combustion",,
2018,EAV-190199-U,"Incineration, pyrolysis of waste: wastes not otherwise specified",,
2018,EAV-190203-U,Premixed waste from non-hazardous waste,3.0,0.1
2018,EAV-190204-G,Premixed waste with at least one hazardous waste,11.0,1.6
2018,EAV-190205-G,Sludges from physico-chemical treatment,157.0,26.3
2018,EAV-190206-U,Sludge a. physical-chemical treatment (oh.190205),25.0,3.5
2018,EAV-190207-G,Oil and concentrates from separation processes,67.0,16.4
2018,EAV-190208-G,Liquid combustible waste with hazardous fabrics,4.0,3.5
2018,EAV-190209-G,Solid combustible waste containing hazardous substances,,
2018,EAV-190210-U,Combustible waste (excluding 190208 and 190209),,
2018,EAV-190211-G,Other wastes containing dangerous substances,4.0,0.0
2018,EAV-19029900-U,physics.-chem. Treatment of waste: waste not otherwise specified,,
2018,EAV-19029950-U,Products resulting from waste treatment,,
2018,EAV-190304-G,as dangerous classified partially stabilized Abf.,,
2018,EAV-190305-U,Stabilized waste (without 190304),,
2018,EAV-190306-G,Solidified waste classified as hazardous,,
2018,EAV-190307-U,Solidified waste (excluding 190306),5.0,0.7
2018,EAV-190401-U,Vitrified waste,4.0,0.0
2018,EAV-190402-G,Filter dust and other waste from exhaust gas treatment,,
2018,EAV-190403-G,Non-vitrified solid phase,,
2018,EAV-190404-U,Aqueous liquid waste from tempering,,
2018,EAV-190501-U,Non-composted fraction of municipal waste,,
2018,EAV-190502-U,Non-composted fraction v. animal and plant waste,,
2018,EAV-190503-U,Out of specification compost,,
2018,EAV-19059900-U,Waste n.e.c. not differentiable,,
2018,EAV-19059901-U,Compost (to specification),,
2018,EAV-190603-U,Liquids from treatment of municipal waste,,
2018,EAV-190604-U,Digestate/sludge from tank v.municipal waste,,
2018,EAV-190605-U,liquids from container v. animal and plant waste,,
2018,EAV-190606-U,Fermentation residue/sludge a. Storage of animal and plant waste,,
2018,EAV-190699-U,Anaerobic treatment of waste: waste n.e.c.,,
2018,EAV-190702-G,"Landfill leachate, the hazardous contains substances",,
2018,EAV-190703-U,Landfill leachate (without 190702),7.0,190.0
2018,EAV-190801-U,Sieving and rake residues,116.0,14.9
2018,EAV-190802-U,Sand trap residue,151.0,28.2
2018,EAV-190805-U,Sludge from the treatment of v. municipal waste water,,
2018,EAV-190806-G,Saturated or spent ion exchange resins,62.0,0.4
2018,EAV-190807-G,Solutions and sludges from regeneration of ion exchange.,,
2018,EAV-190808-G,Waste containing heavy metals from membrane systems,,
2018,EAV-190809-U,Fat and oil mixtures from oil separators (edible oils),262.0,19.7
2018,EAV-190810-G,Fat and oil mixtures from oil separators (oh.190809),16.0,0.7
2018,EAV-190811-G,Sludge from biological treatment of industrial wastewater,23.0,350.1
2018,EAV-190812-U,Sludge a. biological treatment of industrial waste water (oh.190811),66.0,213.2
2018,EAV-190813-G,Sludge with dangerous Substances from industrial wastewater,139.0,164.9
2018,EAV-190814-U,Sludge from industrial wastewater (excluding 190813),291.0,89.4
2018,EAV-190899-U,Wastewater treatment plants: wastes n.e.c.,13.0,4.9
2018,EAV-190901-U,Solid waste from first filtration and screenings,41.0,2.7
2018,EAV-190902-U,sludge from water purification,143.0,100.6
2018,EAV-190903-U,Slurries from decarbonization,36.0,83.2
2018,EAV-190904-U,Used activated carbon,75.0,5.6
2018,EAV-190905-U,Saturated or used ion exchange resins,100.0,1.5
2018,EAV-190906-U,Solutions and sludges from regeneration of ion exchange.,5.0,18.7
2018,EAV-190999-U,Industrial water: waste n.e.c.,8.0,5.6
2018,EAV-191001-U,iron and steel waste,63.0,13.6
2018,EAV-191002-U,non-ferrous metal waste,29.0,3.5
2018,EAV-191003-G,Shredder light fractions and dust,,
2018,EAV-191004-U,Shredder light fractions and dust (without 191003),10.0,0.7
2018,EAV-191005-G,Other factions that are dangerous. contain substances,,
2018,EAV-191006-U,Other factions (without 191005),3.0,3.1
2018,EAV-191101-G,Waste oil treatment: used filter clay,11.0,1.6
2018,EAV-191102-G,Waste oil processing: acid tars,,
2018,EAV-191103-G,Waste oil processing: Aqueous liquid waste,,
2018,EAV-191104-G,Waste oil processing: Abf.a.d. Fuel cleaning with bases,,
2018,EAV-191105-G,Waste oil treatment: sludge (in-house waste water treatment),6.0,0.1
2018,EAV-191106-U,Sludge from operational. Waste water treatment (oh.191105),7.0,0.3
2018,EAV-191107-G,Waste oil treatment: Waste from exhaust gas cleaning,,
2018,EAV-19119900-U,waste not otherwise specified,3.0,0.1
2018,EAV-19119950-U,"Base oil (starting material for lubricant), (SK)",,
2018,EAV-19119951-U,"Lubricant, (SS)",3.0,0.0
2018,EAV-19119952-U,middle distillate component,,
2018,EAV-19119953-U,"Light heating oil (including diesel), (HL)",,
2018,EAV-19119954-U,Fuel oil heavy component,,
2018,EAV-19119955-U,Heavy fuel oil (HS),,
2018,EAV-19120100-U,"Mechanical waste treatment: paper, cardboard not different.",199.0,48.8
2018,EAV-19120101-U,Mechanical waste treatment: lower grades (group I),12.0,5.2
2018,EAV-19120102-U,Mechanical waste treatment: Medium grades (Group II),10.0,5.7
2018,EAV-19120103-U,Mechanical Waste Treatment: Better Grades (Group III),4.0,1.0
2018,EAV-19120104-U,Mech.waste treatment: Powerful varieties (Gr.IV),,
2018,EAV-19120105-U,Mechanical waste treatment: special types (Group V),3.0,0.1
2018,EAV-191202-U,Mechanical waste treatment: ferrous metals,359.0,107.5
2018,EAV-191203-U,Mechanical waste treatment: non-ferrous metals,134.0,11.3
2018,EAV-191204-U,Mechanical waste treatment: plastic and rubber,312.0,37.5
2018,EAV-19120500-U,Mechanical waste treatment: Glass cannot be differentiated,20.0,76.8
2018,EAV-19120501-U,Mechanical waste treatment: white glass,20.0,7.0
2018,EAV-19120502-U,Mechanical waste treatment: brown glass,10.0,0.9
2018,EAV-19120503-U,Mechanical waste treatment: green glass,16.0,0.8
2018,EAV-19120504-U,Mechanical waste treatment: stained glass,3.0,0.1
2018,EAV-19120505-U,Mechanical waste treatment: mixed glass,15.0,3.8
2018,EAV-191206-G,Mechanical waste treatment: wood with hazardous fabrics,6.0,4.2
2018,EAV-191207-U,Wood (without 191206),66.0,24.3
2018,EAV-191208-U,Mechanical waste treatment: textiles,14.0,0.7
2018,EAV-19120900-U,"Mechanical waste treatment: minerals (sand, stones)",50.0,23.6
2018,EAV-19120901-U,Products for use in road and road building,,
2018,EAV-19120902-U,Products for use in other earthworks,,
2018,EAV-19120903-U,products f.d. Use in concrete mixing plants,,
2018,EAV-19120904-U,products for use in asphalt mixing plants,,
2018,EAV-19120905-U,products for other uses,,
2018,EAV-19120906-U,Hot mix for road and path construction,,
2018,EAV-191210-U,Combustible waste (fuel from waste),40.0,28.5
2018,EAV-191211-G,Other waste (including material mixtures),16.0,5.6
2018,EAV-191212-U,Other waste (without 191211),168.0,120.2
2018,EAV-191301-G,Solid waste from soil remediation,3.0,0.1
2018,EAV-191302-U,Solid waste from soil remediation (oh.191301),3.0,7.3
2018,EAV-191303-G,Sludge from soil remediation,,
2018,EAV-191304-U,Sludge from soil remediation (oh.191303),,
2018,EAV-191305-G,Sludges from groundwater remediation,8.0,0.3
2018,EAV-191306-U,Sludge from groundwater remediation (oh.191305),3.0,0.1
2018,EAV-191307-G,Aqueous waste and concentrates from groundwater remediation.,,
2018,EAV-191308-U,Aqueous waste and conc. a. groundwater sanitation (oh.191307),,
2018,EAV-20,Municipal waste (household waste and similar waste),,
2018,EAV-200101-U,paper and cardboard,10042.0,1488.6
2018,EAV-200102-U,Glas,1195.0,93.5
2018,EAV-200108-U,Biodegradable kitchen and canteen waste,3959.0,214.7
2018,EAV-200110-U,clothing,21.0,0.1
2018,EAV-200111-U,textiles,71.0,2.5
2018,EAV-200113-G,Solvents,252.0,0.4
2018,EAV-200114-G,acids,222.0,0.2
2018,EAV-200115-G,Lye,183.0,0.5
2018,EAV-200117-G,Photochemical,50.0,0.1
2018,EAV-200119-G,Pesticides,54.0,0.0
2018,EAV-200121-G,Fluorescent tubes and other waste containing mercury,5401.0,10.3
2018,EAV-200123-G,Used equipment with chlorofluorocarbons,651.0,1.3
2018,EAV-200125-U,Cooking oils and fats,736.0,12.6
2018,EAV-200126-G,Oils and fats (without 200125),106.0,0.6
2018,EAV-200127-G,"Paints, printing inks, adhesives and synthetic resins",335.0,1.9
2018,EAV-200128-U,"Paints, printing inks, adhesives, synthetic resins (oh.200127)",93.0,0.4
2018,EAV-200129-G,Detergents containing dangerous substances,113.0,0.3
2018,EAV-200130-U,Cleaning agent (without 200129),44.0,0.1
2018,EAV-200131-G,Cytotoxic and cytostatic drugs,5.0,0.0
2018,EAV-200132-U,Medicines (excluding 200131),90.0,4.3
2018,EAV-200133-G,Batteries and accumulators (160601-160603),1234.0,0.9
2018,EAV-200134-U,Batteries and accumulators (excluding 200133),306.0,0.4
2018,EAV-200135-G,"Used electrical devices (oh.200121,200123)",4052.0,25.4
2018,EAV-200136-U,"Used electronic devices (without 200121, 200123, 200135)",1544.0,10.3
2018,EAV-200137-G,Wood containing dangerous substances,38.0,1.8
2018,EAV-200138-U,Wood (without 200137),1101.0,79.8
2018,EAV-200139-U,plastics,3197.0,197.8
2018,EAV-200140-U,metals,4992.0,1088.5
2018,EAV-200141-U,waste from cleaning chimneys,,
2018,EAV-200199-U,Other fractions n.e.c.,,
2018,EAV-20019900-U,Other fractions n.e.c. not differentiable,58.0,5.2
2018,EAV-20019901-U,Mixed recyclables without light packaging,30.0,0.6
2018,EAV-200201-U,Biodegradable waste,4546.0,187.9
2018,EAV-200202-U,Soil and stones,72.0,8.7
2018,EAV-200203-U,Other non-biodegradable waste,19.0,0.6
2018,EAV-20030100-U,Mixed municipal waste cannot be differentiated,3832.0,345.2
